make,model_gen,generation,segment,country,level,series,latest_year,stock,rarity_tier,cumulative_sales,survival,history_years,attrition,relative_attrition,n_peers,inflection_year,inflection_age,sorn_ratio
PORSCHE,CAYMAN,987,COUPE,GB,generation,VEH0124,2025,4867,>=500,7888,0.6170131845841785,9,0.03116323678614308,-0.056006116887599613,25,2019,6,0.23570979899497488
PORSCHE,CAYMAN,987,COUPE,NL,generation,RDW,2026,526,>=500,,1.0,0,,,0,,,
RENAULT,19 16V,MK1,GTI,GB,generation,VEH0124,2025,23,<100,,0.39655172413793105,9,0.04098664521801551,-0.022270474099751053,15,2024,1,0.9111969111969112
RENAULT,19 16V,MK1,GTI,NL,generation,RDW,2026,93,<100,,1.0,0,,,0,,,
RENAULT,5 GT TURBO,MK2,GTI,GB,generation,VEH0124,2025,203,<500,,0.6612377850162866,9,0.008089579327748937,-0.0336914335704356,6,2020,5,0.8656518861681006
RENAULT,5 GT TURBO,MK2,GTI,NL,generation,RDW,2026,382,<500,,1.0,0,,,0,,,
RENAULT,AVANTIME,MK1,COUPE,GB,generation,VEH0124,2025,111,<500,429,0.25874125874125875,9,0.0652855626328561,-0.0585949695286917,28,2021,4,0.604982206405694
RENAULT,AVANTIME,MK1,COUPE,NL,generation,RDW,2026,207,<500,,1.0,0,,,0,,,
RENAULT,CLIO 16V,MK1,GTI,GB,generation,VEH0124,2025,158,<500,,0.23903177004538578,9,0.1308980055620294,0.06764088624426284,15,,,0.772005772005772
RENAULT,CLIO 16V,MK1,GTI,NL,generation,RDW,2026,106,<500,,1.0,0,,,0,,,
RENAULT,CLIO RS,MK2,GTI,GB,generation,VEH0124,2025,1668,>=500,9058,0.18414661073084565,9,0.09207990173847608,-0.042082606315923726,34,2021,4,0.6593137254901961
RENAULT,CLIO RS,MK3,GTI,GB,generation,VEH0124,2025,2575,>=500,6046,0.4259014224280516,9,0.0841763185492284,-0.04273181396764679,43,2024,1,0.40845393981162414
RENAULT,CLIO V6,MK2,SPORTIVE,GB,generation,VEH0124,2025,87,<100,573,0.1518324607329843,9,0.036096042531642565,-0.037883469831772314,36,2025,0,0.7740259740259741
RENAULT,CLIO V6,MK2,SPORTIVE,NL,generation,RDW,2026,65,<100,,1.0,0,,,0,,,
RENAULT,CLIO WILLIAMS,MK1,GTI,GB,generation,VEH0124,2025,75,<100,,0.47770700636942676,9,0.07166053570809745,0.00840341639033089,15,,,0.8706896551724138
RENAULT,CLIO WILLIAMS,MK1,GTI,NL,generation,RDW,2026,67,<100,,1.0,0,,,0,,,
RENAULT,MEGANE RS,MK2,GTI,GB,generation,VEH0124,2025,767,>=500,3601,0.21299638989169675,9,0.11926716431610257,-0.007640968200772619,43,2022,3,0.5727019498607242
RENAULT,MEGANE RS,MK3,GTI,GB,generation,VEH0124,2025,1589,>=500,2311,0.6875811337083514,9,0.04466403139663468,-0.003946402521022033,30,2023,2,0.18429158110882957
RENAULT,MEGANE RS,MK3,GTI,NL,generation,RDW,2026,4,<20,,1.0,0,,,0,,,
RENAULT,SPIDER,SPIDER,ROADSTER,GB,generation,VEH0124,2025,13,<20,,0.4482758620689655,9,0.17509187498820403,0.1049837162760944,15,,,0.8333333333333334
RENAULT,SPIDER,SPIDER,ROADSTER,NL,generation,RDW,2026,3,<20,,1.0,0,,,0,,,
RENAULT,TWINGO RS,MK2,GTI,GB,generation,VEH0124,2025,707,>=500,1179,0.5996607294317218,9,0.05343268142949148,-0.07347545108738371,43,2025,0,0.22478070175438597
RENAULT,TWINGO RS,MK2,GTI,NL,generation,RDW,2026,1,<20,,1.0,0,,,0,,,
SAAB,9-3 VIGGEN,MK1,SPORTIVE,GB,generation,VEH0124,2025,81,<100,26,0.5031055900621118,9,0.038721403408831734,-0.030792086117507833,33,2022,3,0.6124401913875598
SAAB,9-3 VIGGEN,MK1,SPORTIVE,NL,generation,RDW,2026,10,<20,,1.0,0,,,0,,,
SAAB,900 TURBO,CLASSIC,COUPE,GB,generation,VEH0124,2025,558,>=500,,0.4991055456171735,9,0.06394575010838492,0.015565177426871829,7,,,0.7168949771689498
SAAB,900 TURBO,CLASSIC,COUPE,NL,generation,RDW,2026,508,>=500,,1.0,0,,,0,,,
SEAT,IBIZA CUPRA,6K,GTI,GB,generation,VEH0124,2025,108,<500,1248,0.08653846153846154,9,0.09359890980658853,0.006218446935050775,24,,,0.8658385093167702
SEAT,IBIZA CUPRA,6K,GTI,NL,generation,RDW,2026,7,<20,,1.0,0,,,0,,,
SEAT,IBIZA CUPRA,6L,GTI,GB,generation,VEH0124,2025,155,<500,1001,0.15484515484515485,9,0.16975578744850686,0.042847654931631673,43,,,0.6509009009009009
SEAT,LEON CUPRA,1M,GTI,GB,generation,VEH0124,2025,1437,>=500,13264,0.10833835946924004,9,0.18091635151193738,0.04675384345753758,34,,,0.6371212121212121
SEAT,LEON CUPRA,1M,GTI,NL,generation,RDW,2026,3,<20,,1.0,0,,,0,,,
SEAT,LEON CUPRA,1P,GTI,GB,generation,VEH0124,2025,1229,>=500,2549,0.4821498626912515,9,0.09411128588488095,-0.03279684663199424,43,2024,1,0.28753623188405797
SEAT,LEON CUPRA,1P,GTI,NL,generation,RDW,2026,7,<20,,1.0,0,,,0,,,
SKODA,OCTAVIA VRS,1U,GTI,GB,generation,VEH0124,2025,797,>=500,5548,0.14365537130497477,9,0.1706410639868097,0.036478555932409895,34,,,0.5613648871766649
SKODA,OCTAVIA VRS,1Z,GTI,GB,generation,VEH0124,2025,9112,>=500,17654,0.5161436501642688,9,0.08718703592650501,-0.03972109659037018,43,2024,1,0.1462569099597114
SKODA,OCTAVIA VRS,1Z,GTI,NL,generation,RDW,2026,1,<20,,1.0,0,,,0,,,
SMART,ROADSTER,452,ROADSTER,GB,generation,VEH0124,2025,1896,>=500,5785,0.32774416594641315,9,0.09333504833833767,0.02006196491812111,23,,,0.5339233038348082
SMART,ROADSTER,452,ROADSTER,NL,generation,RDW,2026,1115,>=500,,1.0,0,,,0,,,
SUBARU,BRZ,ZC6,COUPE,GB,generation,VEH0124,2025,856,>=500,948,0.9029535864978903,9,0.012245334574475292,0.0006273728858826651,11,,,0.06956521739130435
SUBARU,BRZ,ZC6,COUPE,NL,generation,RDW,2026,98,<100,,1.0,0,,,0,,,
SUBARU,IMPREZA WRX,GC8,SPORTIVE,GB,generation,VEH0124,2025,1462,>=500,,0.2588526912181303,9,0.06559317463736268,-0.003920314888976886,33,2025,0,0.7970290156879078
SUBARU,IMPREZA WRX,GC8,SPORTIVE,NL,generation,RDW,2026,103,<500,,1.0,0,,,0,,,
SUBARU,IMPREZA WRX,GD,SPORTIVE,GB,generation,VEH0124,2025,6138,>=500,27056,0.22686280307510348,9,0.08206533237307109,0.008085820009656214,36,,,0.5471781630394689
SUBARU,IMPREZA WRX,GD,SPORTIVE,NL,generation,RDW,2026,54,<100,,1.0,0,,,0,,,
SUBARU,IMPREZA WRX,GR,SPORTIVE,GB,generation,VEH0124,2025,1113,>=500,3665,0.3036834924965894,9,0.04761277999305873,0.0021123233475348613,31,,,0.36254295532646047
SUBARU,IMPREZA WRX,GR,SPORTIVE,NL,generation,RDW,2026,26,<100,,1.0,0,,,0,,,
SUZUKI,CAPPUCCINO,EA11R,ROADSTER,GB,generation,VEH0124,2025,122,<500,,0.4066666666666667,9,0.06439845560780268,-0.0003961969342082122,5,2025,0,0.7976782752902156
SUZUKI,CAPPUCCINO,EA11R,ROADSTER,NL,generation,RDW,2026,59,<100,,1.0,0,,,0,,,
SUZUKI,SWIFT SPORT,ZC31,GTI,GB,generation,VEH0124,2025,2166,>=500,4934,0.4389947304418322,9,0.1273304526896758,0.00042232017280061096,43,,,0.26251276813074564
SUZUKI,SWIFT SPORT,ZC31,GTI,NL,generation,RDW,2026,27,<100,,1.0,0,,,0,,,
TOYOTA,CELICA,T200,COUPE,GB,generation,VEH0124,2025,1228,>=500,,0.21543859649122807,9,0.10366792558954852,0.0,26,,,0.7158722813512263
TOYOTA,CELICA,T200,COUPE,NL,generation,RDW,2026,444,<500,,1.0,0,,,0,,,
TOYOTA,CELICA,T230,COUPE,GB,generation,VEH0124,2025,5418,>=500,32536,0.16652323580034423,9,0.14953027746038342,0.02564974529883561,28,,,0.4845890410958904
TOYOTA,CELICA,T230,COUPE,NL,generation,RDW,2026,1067,>=500,,1.0,0,,,0,,,
TOYOTA,CELICA GT-FOUR,ST185_ST205,SPORTIVE,GB,generation,VEH0124,2025,21,<100,,0.5384615384615384,9,0.04430183974733235,-0.018368192503766485,19,2025,0,0.8409090909090909
TOYOTA,CELICA GT-FOUR,ST185_ST205,SPORTIVE,NL,generation,RDW,2026,1,<20,,1.0,0,,,0,,,
TOYOTA,GT86,ZN6,COUPE,GB,generation,VEH0124,2025,7720,>=500,7276,0.980566493077607,9,-0.04430169791648997,-0.05591965960508259,11,2021,4,0.06582768635043562
TOYOTA,GT86,ZN6,COUPE,NL,generation,RDW,2026,460,<500,,1.0,0,,,0,,,
TOYOTA,MR2,SW20,SPORTIVE,GB,generation,VEH0124,2025,2138,>=500,,0.3559180955551856,9,0.07102725900304258,0.008357226751943739,19,,,0.7799958839267339
TOYOTA,MR2,SW20,SPORTIVE,NL,generation,RDW,2026,646,>=500,,1.0,0,,,0,,,
TOYOTA,MR2,ZZW30,ROADSTER,GB,generation,VEH0124,2025,4370,>=500,16805,0.2600416542695626,9,0.0844817310578471,0.011208647637630548,23,,,0.5299053356282272
TOYOTA,MR2,ZZW30,ROADSTER,NL,generation,RDW,2026,887,>=500,,1.0,0,,,0,,,
TOYOTA,SUPRA,A70,SPORTIVE,GB,generation,VEH0124,2025,212,<500,,0.5247524752475248,9,0.024274321116290992,-0.013656703610098152,8,2025,0,0.829444891391794
TOYOTA,SUPRA,A70,SPORTIVE,NL,generation,RDW,2026,187,<500,,1.0,0,,,0,,,
TOYOTA,SUPRA,A80,SPORTIVE,GB,generation,VEH0124,2025,702,>=500,650,0.4508670520231214,9,0.07607034921266326,0.0065568596863236905,33,,,0.7025423728813559
TOYOTA,SUPRA,A80,SPORTIVE,NL,generation,RDW,2026,187,<500,,1.0,0,,,0,,,
TVR,CERBERA,CERBERA,COUPE,GB,generation,VEH0124,2025,273,<500,139,0.6053215077605322,9,0.04021006294880366,-0.08367046921274415,28,2017,8,0.6738351254480287
TVR,CERBERA,CERBERA,COUPE,NL,generation,RDW,2026,20,<100,,1.0,0,,,0,,,
TVR,CHIMAERA,CHIMAERA,ROADSTER,GB,generation,VEH0124,2025,1590,>=500,133,0.6720202874049028,9,0.041176775560371824,-0.0289313831517378,15,2017,8,0.5748663101604278
TVR,CHIMAERA,CHIMAERA,ROADSTER,NL,generation,RDW,2026,92,<100,,1.0,0,,,0,,,
TVR,GRIFFITH,GRIFFITH,ROADSTER,GB,generation,VEH0124,2025,450,<500,81,0.6998444790046656,9,0.03910548153341451,-0.031002677178695114,15,2017,8,0.5844875346260388
TVR,GRIFFITH,GRIFFITH,ROADSTER,NL,generation,RDW,2026,58,<100,,1.0,0,,,0,,,
TVR,SAGARIS,SAGARIS,SPORTIVE,GB,generation,VEH0124,2025,76,<100,203,0.37438423645320196,9,0.03331728752592689,-0.040662224837487985,36,2021,4,0.5337423312883436
TVR,SAGARIS,SAGARIS,SPORTIVE,NL,generation,RDW,2026,3,<20,,1.0,0,,,0,,,
TVR,TUSCAN,TUSCAN,SPORTIVE,GB,generation,VEH0124,2025,556,>=500,1124,0.49466192170818507,9,0.05815297000729499,-0.01582654235611989,36,2017,8,0.5194468452895419
TVR,TUSCAN,TUSCAN,SPORTIVE,NL,generation,RDW,2026,45,<100,,1.0,0,,,0,,,
VOLKSWAGEN,CORRADO,53I,COUPE,GB,generation,VEH0124,2025,782,>=500,,0.40288511076764555,9,0.061666504890254346,-0.02619831277948618,19,2025,0,0.804059133049361
VOLKSWAGEN,CORRADO,53I,COUPE,NL,generation,RDW,2026,953,>=500,,1.0,0,,,0,,,
VOLKSWAGEN,GOLF GTI,MK2,GTI,GB,generation,VEH0124,2025,2138,>=500,,0.4949074074074074,9,0.043455324198536045,0.0016743113003515053,6,,,0.8245239658568615
VOLKSWAGEN,GOLF GTI,MK2,GTI,NL,generation,RDW,2026,1503,>=500,,1.0,0,,,0,,,
VOLKSWAGEN,GOLF GTI,MK3,GTI,GB,generation,VEH0124,2025,705,>=500,,0.14904862579281183,9,0.10596088843394484,0.04270376911617828,15,,,0.8408218559494243
VOLKSWAGEN,GOLF GTI,MK3,GTI,NL,generation,RDW,2026,508,>=500,,1.0,0,,,0,,,
VOLKSWAGEN,GOLF GTI,MK4,GTI,GB,generation,VEH0124,2025,5199,>=500,29243,0.12307073193826343,9,0.16930746045879078,0.08192699758725303,24,,,0.6092740117240343
VOLKSWAGEN,GOLF GTI,MK4,GTI,NL,generation,RDW,2026,21,<100,,1.0,0,,,0,,,
VOLKSWAGEN,GOLF GTI,MK5,GTI,GB,generation,VEH0124,2025,10561,>=500,20812,0.5074476263694022,9,0.08174485922035196,-0.045163273296523226,43,2021,4,0.24299333381119634
VOLKSWAGEN,GOLF GTI,MK5,GTI,NL,generation,RDW,2026,52,<100,,1.0,0,,,0,,,
VOLKSWAGEN,GOLF GTI,MK6,GTI,GB,generation,VEH0124,2025,5575,>=500,6912,0.8065682870370371,9,0.011107179760832525,-0.11580095275604266,43,2017,8,0.09261067708333333
VOLKSWAGEN,GOLF GTI,MK6,GTI,NL,generation,RDW,2026,89,<100,,1.0,0,,,0,,,
VOLKSWAGEN,GOLF GTI,MK7,GTI,GB,generation,VEH0124,2025,27396,>=500,32571,0.8411163304780326,9,0.005192378438430736,-0.016713184044324685,18,2021,4,0.022792937399678973
VOLKSWAGEN,GOLF GTI,MK7,GTI,NL,generation,RDW,2026,174,<500,,1.0,0,,,0,,,
VOLKSWAGEN,GOLF R,MK4,SPORTIVE,GB,generation,VEH0124,2025,724,>=500,2298,0.31505657093124456,9,0.07397951236341488,0.0,36,,,0.5577275503970678
VOLKSWAGEN,GOLF R,MK4,SPORTIVE,NL,generation,RDW,2026,11,<20,,1.0,0,,,0,,,
VOLKSWAGEN,GOLF R,MK5,SPORTIVE,GB,generation,VEH0124,2025,3047,>=500,5477,0.5563264560890999,9,0.04873563954538301,-0.015892736426255584,34,2017,8,0.31758118701007837
VOLKSWAGEN,GOLF R,MK5,SPORTIVE,NL,generation,RDW,2026,11,<20,,1.0,0,,,0,,,
VOLKSWAGEN,GOLF R,MK6,SPORTIVE,GB,generation,VEH0124,2025,1160,>=500,1512,0.7671957671957672,9,-0.005787609514948593,-0.07041598548658719,34,2017,8,0.18252290345313602
VOLKSWAGEN,GOLF R,MK6,SPORTIVE,NL,generation,RDW,2026,16,<20,,1.0,0,,,0,,,
VOLKSWAGEN,LUPO GTI,6X,GTI,GB,generation,VEH0124,2025,357,<500,1008,0.3541666666666667,9,0.07342207949004757,-0.06074042856435223,34,2017,8,0.5587144622991347
VOLKSWAGEN,PHAETON,3D,PREMIUM,GB,generation,VEH0124,2025,645,>=500,2386,0.27032690695725065,9,0.1417658529644745,0.0301108541058957,9,,,0.4276841171251109
VOLKSWAGEN,PHAETON,3D,PREMIUM,NL,generation,RDW,2026,314,<500,,1.0,0,,,0,,,
VOLKSWAGEN,POLO GTI,6N,GTI,GB,generation,VEH0124,2025,254,<500,1362,0.13347346295323173,9,0.14632468433473936,0.05894422146320161,24,,,0.7601510859301227
VOLKSWAGEN,POLO GTI,6R,GTI,GB,generation,VEH0124,2025,1294,>=500,1429,0.9055283414975507,9,-0.01421296150395092,-0.06282339542160764,30,2017,8,0.09951287404314545
VOLKSWAGEN,POLO GTI,6R,GTI,NL,generation,RDW,2026,58,<100,,1.0,0,,,0,,,
VOLKSWAGEN,POLO GTI,9N,GTI,GB,generation,VEH0124,2025,636,>=500,1424,0.44662921348314605,9,0.10401962540175476,-0.02288850711512043,43,2022,3,0.3896353166986564
VOLKSWAGEN,SCIROCCO,MK3,COUPE,GB,generation,VEH0124,2025,43458,>=500,54589,0.796094451263075,9,0.03326661055460329,-0.0019317102792698188,16,2022,3,0.05939136833903294
VOLKSWAGEN,SCIROCCO,MK3,COUPE,NL,generation,RDW,2026,5269,>=500,,1.0,0,,,0,,,
VOLVO,480,480,COUPE,GB,generation,VEH0124,2025,118,<500,,0.24686192468619247,9,0.10140784334529827,0.05302727066378518,7,,,0.8420348058902276
VOLVO,480,480,COUPE,NL,generation,RDW,2026,758,>=500,,1.0,0,,,0,,,
VOLVO,850 R,854,SPORTIVE,GB,generation,VEH0124,2025,185,<500,,0.578125,9,0.04854526554783926,-0.02096822397850031,33,2020,5,0.6542056074766355
VOLVO,850 R,854,SPORTIVE,NL,generation,RDW,2026,593,>=500,,1.0,0,,,0,,,
VOLVO,850 T5,854,SPORTIVE,GB,generation,VEH0124,2025,235,<500,,0.281437125748503,9,0.06426661650611974,0.0015965842550209053,19,,,0.6305031446540881
VOLVO,850 T5,854,SPORTIVE,NL,generation,RDW,2026,403,<500,,1.0,0,,,0,,,
VOLVO,C70,I,COUPE,GB,generation,VEH0124,2025,1322,>=500,8340,0.15851318944844126,9,0.1752702017989344,0.0513896696373866,28,,,0.5803174603174603
VOLVO,C70,I,COUPE,NL,generation,RDW,2026,1885,>=500,,1.0,0,,,0,,,
VOLVO,S60 R,P2,SPORTIVE,GB,generation,VEH0124,2025,655,>=500,845,0.6328502415458938,9,0.025418321108748573,-0.048561191254666305,36,2020,5,0.4463229078613694
VOLVO,S60 R,P2,SPORTIVE,NL,generation,RDW,2026,78,<100,,1.0,0,,,0,,,
CITROEN,C6,X6,PREMIUM,EU,europe,RDW+VEH0124,2026,1077,>=500,882,0.8382200915030202,9,0.13926755232288793,0.02761255346430913,9,,,0.5473484848484849
SUZUKI,SWIFT SPORT,ZC31,GTI,EU,europe,RDW+VEH0124,2026,2193,>=500,4934,0.4459017720642994,9,0.1273304526896758,0.00042232017280061096,43,,,0.26251276813074564
FORD,ESCORT RS COSWORTH,MK5,SPORTIVE,EU,europe,RDW+VEH0124,2026,306,<500,,0.688030436055019,9,0.018458941210038226,-0.04421109104106061,19,2025,0,0.8217391304347826
ALFA ROMEO,GTV,916,COUPE,EU,europe,RDW+VEH0124,2026,973,>=500,1690,0.5145548617679667,9,0.07071825483131679,-0.03294967075823173,26,2020,5,0.6865738661876964
BMW,M3,E36,SPORTIVE,EU,europe,RDW+VEH0124,2026,911,>=500,,0.6214784742924577,9,0.07867457736935114,0.016004545118252306,19,,,0.7971503562054744
MERCEDES-BENZ,SLR MCLAREN,C199,SUPERCAR,EU,europe,RDW+VEH0124,2026,48,<100,85,0.7705882352941176,9,0.14362511780019527,0.09813552285841601,9,,,0.6829268292682927
TOYOTA,MR2,SW20,SPORTIVE,EU,europe,RDW+VEH0124,2026,2784,>=500,,0.505371008727366,9,0.07102725900304258,0.008357226751943739,19,,,0.7799958839267339
HONDA,CIVIC TYPE R,EK9,GTI,EU,europe,RDW+VEH0124,2026,38,<100,,0.38891700404858304,9,0.06067498979151179,-0.026705473080025965,24,2025,0,0.7988505747126436
TVR,CERBERA,CERBERA,COUPE,EU,europe,RDW+VEH0124,2026,293,<500,139,0.6322620191761955,9,0.04021006294880366,-0.08367046921274415,28,2017,8,0.6738351254480287
CITROEN,XSARA VTS,N0,GTI,EU,europe,VEH0124,2025,19,<20,883,0.021517553793884484,9,0.14098370066697577,0.006821192612575966,34,,,0.8944444444444445
LEXUS,LS400,XF10_XF20,PREMIUM,EU,europe,RDW+VEH0124,2026,829,>=500,,0.38646874035220613,9,0.11988313195652177,0.01751798380265239,6,,,0.6508905852417303
NISSAN,370Z,Z34,SPORTIVE,EU,europe,RDW+VEH0124,2026,2298,>=500,2855,0.747334695974113,9,0.03507796257073815,-0.010422494074785724,31,2024,1,0.18272690923630547
HONDA,NSX,NA1_NA2,SUPERCAR,EU,europe,RDW+VEH0124,2026,231,<500,104,0.7785560895797117,9,-0.011124856875118706,,2,,,0.5763888888888888
VOLVO,480,480,COUPE,EU,europe,RDW+VEH0124,2026,876,>=500,,0.8985498939645784,9,0.10140784334529827,0.05302727066378518,7,,,0.8420348058902276
SUZUKI,CAPPUCCINO,EA11R,ROADSTER,EU,europe,RDW+VEH0124,2026,181,<500,,0.6000736648250461,9,0.06439845560780268,-0.0003961969342082122,5,2025,0,0.7976782752902156
SAAB,900 TURBO,CLASSIC,COUPE,EU,europe,RDW+VEH0124,2026,1066,>=500,,0.7378057171241865,9,0.06394575010838492,0.015565177426871829,7,,,0.7168949771689498
FORD,FOCUS RS,MK1,GTI,EU,europe,RDW+VEH0124,2026,378,<500,1993,0.26448123989518874,9,0.08346734949635352,-0.05069515855804628,34,2022,3,0.7861715749039693
PEUGEOT,106 GTI,S2,GTI,EU,europe,VEH0124,2025,147,<500,581,0.16857798165137614,9,0.08201714005637477,-0.0053633228151629825,24,2021,4,0.8976323119777159
MERCEDES-BENZ,CLK,C209,COUPE,EU,europe,RDW+VEH0124,2026,19472,>=500,51904,0.41320055796232624,9,0.12241567737350799,0.0352463236997653,25,,,0.2796793485176231
BMW,M5,E39,SPORTIVE,EU,europe,RDW+VEH0124,2026,721,>=500,1029,0.6002206053326198,9,0.08593562171721397,0.016422132190874406,33,,,0.594238683127572
FIAT,BARCHETTA,183,ROADSTER,EU,europe,RDW+VEH0124,2026,1543,>=500,507,0.9193763014491864,9,0.09125821380828898,0.021150055096179357,15,,,0.7322738386308069
MERCEDES-BENZ,E55 AMG,W210,SPORTIVE,EU,europe,RDW+VEH0124,2026,189,<500,77,0.6813725490196079,9,0.17027568519784228,0.10076219567150271,33,,,0.6949152542372882
ALFA ROMEO,GT,937,COUPE,EU,europe,RDW+VEH0124,2026,3167,>=500,7136,0.6879635014817888,9,0.20370027574731972,0.11653092207357703,25,,,0.5173116089613035
PEUGEOT,306 S16,MK1,GTI,EU,europe,RDW+VEH0124,2026,22,<100,,0.7786561264822134,9,-0.05095320270041944,-0.11421032201818601,15,2024,1,0.9333333333333333
PORSCHE,BOXSTER,987,ROADSTER,EU,europe,RDW+VEH0124,2026,9918,>=500,14045,0.6739314066337202,9,0.028962177869329923,-0.03898793162793686,21,2021,4,0.2576332728172966
MITSUBISHI,ECLIPSE,1G_2G,COUPE,EU,europe,RDW+VEH0124,2026,231,<500,,0.9665854978354979,9,0.08954139486189619,0.0016765771921556788,19,,,0.796875
RENAULT,19 16V,MK1,GTI,EU,europe,RDW+VEH0124,2026,116,<500,,0.8803507728894173,9,0.04098664521801551,-0.022270474099751053,15,2024,1,0.9111969111969112
LOTUS,ESPRIT,X180_S4,SUPERCAR,EU,europe,RDW+VEH0124,2026,394,<500,77,0.6993880165093221,9,0.031080452593923242,,1,,,0.6942783945345858
BMW,Z3,E36_7,ROADSTER,EU,europe,RDW+VEH0124,2026,9129,>=500,5022,0.5796782400110881,9,0.08750926592079813,0.017401107208688524,15,,,0.5786163522012578
PORSCHE,BOXSTER,981,ROADSTER,EU,europe,RDW+VEH0124,2026,4885,>=500,5304,0.8249055578455301,9,0.013883546044287867,-0.01760246613059612,14,2024,1,0.12471561530506722
MERCEDES-BENZ,S-CLASS,W221,PREMIUM,EU,europe,RDW+VEH0124,2026,8326,>=500,18386,0.5061008217852835,9,0.10765170481751078,-0.0040032940410680146,9,2017,8,0.29944713979465193
PORSCHE,944,944,COUPE,EU,europe,RDW+VEH0124,2026,3166,>=500,,0.8099498565234093,9,0.0034518486027532084,-0.04492872407875988,7,2023,2,0.7209640892914915
NISSAN,SKYLINE GT-R,R33,SPORTIVE,EU,europe,RDW+VEH0124,2026,206,<500,,0.5136018456214554,9,0.056532513832322946,-0.01298097569401662,33,2025,0,0.7650063856960408
VOLKSWAGEN,GOLF GTI,MK5,GTI,EU,europe,RDW+VEH0124,2026,10613,>=500,20812,0.509860961282131,9,0.08174485922035196,-0.045163273296523226,43,2021,4,0.24299333381119634
VOLVO,850 R,854,SPORTIVE,EU,europe,RDW+VEH0124,2026,778,>=500,,0.8996826799485861,9,0.04854526554783925,-0.02096822397850031,33,2020,5,0.6542056074766355
OPEL,ASTRA OPC,H,GTI,EU,europe,RDW+VEH0124,2026,2987,>=500,8273,0.3611471054451638,9,0.1073674700343041,-0.019540662482571095,43,2022,3,0.4261003267345762
AUDI,RS6,C5,SPORTIVE,EU,europe,RDW+VEH0124,2026,297,<500,1038,0.31466235897835126,9,0.09344396320887695,0.01946445084546207,36,,,0.6106442577030813
HONDA,INTEGRA TYPE R,DC5,GTI,EU,europe,RDW+VEH0124,2026,254,<500,332,0.6764103117247331,9,0.02539434128751109,-0.10876816676688872,34,2017,8,0.5375722543352601
HONDA,S2000,AP1_AP2,ROADSTER,EU,europe,RDW+VEH0124,2026,3801,>=500,7994,0.5023157331165962,9,0.061865642246754206,-0.011407441173462353,23,2025,0,0.5232702451132485
NISSAN,GT-R,R35,SUPERCAR,EU,europe,RDW+VEH0124,2026,2004,>=500,3716,0.536943336147941,9,0.04195040148552218,-0.00627635086448422,11,2025,0,0.35925793792365324
PEUGEOT,205 GTI,MK1,GTI,EU,europe,RDW+VEH0124,2026,1989,>=500,,0.7919091355254856,9,0.04178101289818454,0.0,6,,,0.8728606356968215
PORSCHE,968,968,COUPE,EU,europe,RDW+VEH0124,2026,452,<500,,0.7137008916599624,9,0.052220452947766643,-0.03564436472197388,19,2017,8,0.6420927467300832
SKODA,OCTAVIA VRS,1Z,GTI,EU,europe,RDW+VEH0124,2026,9113,>=500,17654,0.5161967453414702,9,0.08718703592650501,-0.03972109659037018,43,2024,1,0.1462569099597114
FORD,FIESTA ST,MK7,GTI,EU,europe,RDW+VEH0124,2026,21997,>=500,30377,0.7238687222697333,9,0.044171175750059986,-0.00443925816759673,30,2025,0,0.07669046619067618
MERCEDES-BENZ,CLK,C208,COUPE,EU,europe,RDW+VEH0124,2026,5124,>=500,23456,0.5235454054589429,9,0.20193574104546055,0.09826781545591204,26,,,0.6461715454429247
RENAULT,MEGANE RS,MK2,GTI,EU,europe,VEH0124,2025,767,>=500,3601,0.21299638989169675,9,0.11926716431610257,-0.007640968200772619,43,2022,3,0.5727019498607242
FORD,ESCORT RS TURBO,MK4,GTI,EU,europe,RDW+VEH0124,2026,592,>=500,,0.72511245707033,9,0.03765798300740782,-0.0041230298907767166,6,2025,0,0.8934554389099844
ALPINE,A610,A610,SPORTIVE,EU,europe,RDW,2026,1,<20,,1.0,0,,,0,,,
TOYOTA,GT86,ZN6,COUPE,EU,europe,RDW+VEH0124,2026,8180,>=500,7276,0.9816593308751987,9,-0.04430169791648997,-0.05591965960508259,11,2021,4,0.06582768635043562
FORD,FOCUS RS,MK2,GTI,EU,europe,RDW+VEH0124,2026,1607,>=500,4029,0.39898430838153315,9,0.06398296380816425,-0.06292516870871094,43,2025,0,0.5233006826951617
PEUGEOT,206 GTI,MK1,GTI,EU,europe,RDW+VEH0124,2026,650,>=500,12203,0.056015229546328454,9,0.19431926400999258,0.06015675595559277,34,,,0.7723120168657766
VOLKSWAGEN,GOLF GTI,MK7,GTI,EU,europe,RDW+VEH0124,2026,27570,>=500,32571,0.84211907833791,9,0.005192378438430736,-0.016713184044324685,18,2021,4,0.022792937399678973
PORSCHE,BOXSTER,986,ROADSTER,EU,europe,RDW+VEH0124,2026,10480,>=500,13549,0.6351687622804099,9,0.05549331316997707,-0.014614845542132555,15,2017,8,0.44114411441144114
MAZDA,MX-3,EC,COUPE,EU,europe,RDW+VEH0124,2026,336,<500,,0.6880213546880214,9,0.16288648753059698,0.07502166986085645,19,,,0.7901234567901234
NISSAN,SUNNY GTI-R,N14,GTI,EU,europe,RDW+VEH0124,2026,36,<100,,0.8787878787878788,9,-0.12506266254197515,-0.18831978185974171,15,2025,0,0.8181818181818182
