make,model_gen,generation,segment,country,level,series,latest_year,stock,rarity_tier,cumulative_sales,survival,history_years,attrition,relative_attrition,n_peers,inflection_year,inflection_age,sorn_ratio
BMW,M5,E60,SPORTIVE,EU,europe,RDW+VEH0124,2026,883,>=500,2032,0.5234710097109888,9,0.06535399848139466,0.0007256225097560659,34,,,0.5492424242424242
BMW,M3,E46,SPORTIVE,EU,europe,RDW+VEH0124,2026,4863,>=500,14719,0.38830542921291017,9,0.06802053747461823,-0.005958974888796653,36,2025,0,0.5525519031141869
OPEL,LOTUS CARLTON,A,SPORTIVE,EU,europe,RDW+VEH0124,2026,65,<100,,0.8505494505494505,9,-0.05693720184722972,-0.11960723409832856,19,2025,0,0.7197802197802198
JAGUAR,XK,X100,COUPE,EU,europe,RDW+VEH0124,2026,7566,>=500,10650,0.5778301480399719,9,0.07683097057114374,-0.04704956159040406,28,2017,8,0.5362478840067711
MINI,COOPER S,R53,GTI,EU,europe,RDW+VEH0124,2026,16672,>=500,39817,0.46964355387992196,9,0.12647222500466845,-0.007690283049731349,34,2019,6,0.44662018287336647
TOYOTA,MR2,ZZW30,ROADSTER,EU,europe,RDW+VEH0124,2026,5257,>=500,16805,0.3848929102450045,9,0.0844817310578471,0.011208647637630548,23,,,0.5299053356282272
BMW,Z4,E89,ROADSTER,EU,europe,RDW+VEH0124,2026,15120,>=500,16703,0.8280107223395854,9,0.015095655983615215,-0.016390356191268773,14,2022,3,0.08881378844204123
PORSCHE,CAYMAN,981,COUPE,EU,europe,RDW+VEH0124,2026,4138,>=500,5300,0.74393317344082,9,0.013774514913851245,-0.02142380592002186,16,2023,2,0.1565523306948109
AUDI,RS4,B7,SPORTIVE,EU,europe,RDW+VEH0124,2026,1535,>=500,3270,0.4698373327755033,9,0.06689022779399638,0.0022618518223577883,34,,,0.404296875
VOLKSWAGEN,GOLF R,MK6,SPORTIVE,EU,europe,RDW+VEH0124,2026,1176,>=500,1512,0.7703631717237159,9,-0.005787609514948593,-0.07041598548658719,34,2017,8,0.18252290345313602
VOLKSWAGEN,POLO GTI,6R,GTI,EU,europe,RDW+VEH0124,2026,1352,>=500,1429,0.9095811197469161,9,-0.01421296150395092,-0.06282339542160764,30,2017,8,0.09951287404314545
MAZDA,MX-6,GE,COUPE,EU,europe,RDW+VEH0124,2026,144,<500,,0.5265394912985274,9,0.12200904275595874,0.03414422508621821,19,,,0.7528735632183908
PORSCHE,911,997,SPORTIVE,EU,europe,RDW+VEH0124,2026,16101,>=500,21174,0.6777698856632475,9,0.03208419548761122,-0.03254418048402737,34,2017,8,0.2956678910850679
PORSCHE,911,993,SPORTIVE,EU,europe,RDW+VEH0124,2026,3642,>=500,,0.7918422996080213,9,0.03676657542249616,-0.03274691410384341,33,2017,8,0.4575493345571363
FERRARI,F355,F355,SUPERCAR,EU,europe,RDW,2026,138,<500,,1.0,0,,,0,,,
LOTUS,ELISE,S2,SPORTIVE,EU,europe,RDW+VEH0124,2026,1873,>=500,6458,0.36309137509658285,9,0.04897717873856916,-0.01565119723306943,34,2021,4,0.4960102138525375
OPEL,CORSA VXR,D,GTI,EU,europe,RDW+VEH0124,2026,3881,>=500,9081,0.4285632973540748,9,0.1021462910126349,-0.024761841504240295,43,2025,0,0.3084246452308245
MITSUBISHI,LANCER EVOLUTION,VII_IX,SPORTIVE,EU,europe,RDW+VEH0124,2026,651,>=500,4398,0.2688811210793343,9,0.07550347792276674,0.0015239655593518586,36,,,0.6576292559899117
MAZDA,RX-7,FD,SPORTIVE,EU,europe,RDW+VEH0124,2026,408,<500,138,0.7288666503945977,9,0.01475410990671607,-0.054759379619623495,33,2023,2,0.7663903541823662
FIAT,COUPE,175,COUPE,EU,europe,RDW+VEH0124,2026,878,>=500,,0.6138330917374198,9,0.06850469793765254,-0.03516322765189597,26,2020,5,0.7675276752767528
JAGUAR,XJS,XJS,COUPE,EU,europe,RDW+VEH0124,2026,2982,>=500,,0.7528232791431616,9,0.03424271956428645,,1,,,0.7483490566037736
OPEL,CORSA GSI,B,GTI,EU,europe,RDW+VEH0124,2026,102,<500,,0.898329702251271,9,-0.024922943487749222,-0.11230340635928697,24,2025,0,0.9508771929824561
RENAULT,MEGANE RS,MK3,GTI,EU,europe,RDW+VEH0124,2026,1593,>=500,2311,0.688365612970854,9,0.04466403139663468,-0.003946402521022033,30,2023,2,0.18429158110882957
PORSCHE,911,964,SPORTIVE,EU,europe,RDW+VEH0124,2026,3632,>=500,,0.8520085510283356,9,0.033245331879577136,-0.0294247003715217,19,2017,8,0.5656265477959386
ALFA ROMEO,156,932,PREMIUM,EU,europe,RDW+VEH0124,2026,2323,>=500,26558,0.7070157156015585,9,0.19156887323766658,0.044760361377934016,8,,,0.803486083778465
FERRARI,575M,575M,SUPERCAR,EU,europe,RDW+VEH0124,2026,140,<500,242,0.5821428571428572,9,0.025891801722416077,-0.01990783319450468,6,2025,0,0.5732758620689655
OPEL,MONARO,V2,SPORTIVE,EU,europe,VEH0124,2025,605,>=500,1307,0.46289211935730673,9,0.05095467391875131,-0.01367370205288728,34,2025,0,0.48598130841121495
AUDI,RS6,C6,SPORTIVE,EU,europe,RDW+VEH0124,2026,368,<500,705,0.521222633364169,9,0.06553689635568609,0.0009085203840474981,34,,,0.35892857142857143
JAGUAR,XJ,X300_X308,PREMIUM,EU,europe,RDW+VEH0124,2026,3698,>=500,7391,0.37113176131662096,9,0.13436581275279405,0.0029718441922921834,7,,,0.718141214482562
FORD,FOCUS ST,MK2,GTI,EU,europe,RDW+VEH0124,2026,10925,>=500,22664,0.4821162847803066,9,0.08651660287302314,-0.04039152964385205,43,2023,2,0.3312273814635343
PEUGEOT,RCZ,MK1,COUPE,EU,europe,RDW+VEH0124,2026,10957,>=500,12777,0.7853913755614748,9,0.0488337063118886,0.013635385478015495,16,,,0.11047741698095852
MITSUBISHI,3000GT,Z16A,COUPE,EU,europe,RDW+VEH0124,2026,203,<500,,0.6459016393442623,9,0.05059616029501077,-0.03726865737472976,19,2025,0,0.7894736842105263
FERRARI,612,612,COUPE,EU,europe,RDW+VEH0124,2026,214,<500,270,0.6850121149186571,9,0.06468753247041517,-0.02248182120332752,25,2021,4,0.4190871369294606
VOLKSWAGEN,POLO GTI,9N,GTI,EU,europe,VEH0124,2025,636,>=500,1424,0.44662921348314605,9,0.10401962540175476,-0.02288850711512043,43,2022,3,0.3896353166986564
CITROEN,SAXO VTS,S0,GTI,EU,europe,VEH0124,2025,99,<100,2359,0.04196693514200932,9,0.11065014520026945,0.02326968232873168,24,,,0.9140625
MASERATI,QUATTROPORTE,M139,PREMIUM,EU,europe,RDW+VEH0124,2026,1072,>=500,1140,0.7438637405079864,9,0.10249482965612197,-0.009160169202456811,9,2021,4,0.47732426303854875
MERCEDES-BENZ,190,W201,PREMIUM,EU,europe,RDW+VEH0124,2026,7184,>=500,,0.818807767260579,9,0.07994270507373492,-0.00331980938163752,3,2025,0,0.7029445727482679
ALFA ROMEO,147 GTA,937,GTI,EU,europe,RDW+VEH0124,2026,153,<500,373,0.41516409959873135,9,0.025759427177499083,-0.10840308087690072,34,2017,8,0.5146579804560261
AUDI,TT,8J,COUPE,EU,europe,RDW+VEH0124,2026,46475,>=500,59587,0.7477630026651173,9,0.030164713980417673,-0.05700463969332502,25,2017,8,0.08395565559458948
BMW,8 SERIES,E31,COUPE,EU,europe,RDW+VEH0124,2026,772,>=500,,0.7068858121690874,9,0.07728276232100362,-0.010582055348736907,19,2025,0,0.7244623655913979
MERCEDES-BENZ,CL,C140,COUPE,EU,europe,RDW+VEH0124,2026,106,<500,,0.5441643012189014,9,0.11555706426054539,0.027692246590804867,19,,,0.6818181818181818
SEAT,LEON CUPRA,1M,GTI,EU,europe,RDW+VEH0124,2026,1440,>=500,13264,0.11019598788701246,9,0.18091635151193738,0.04675384345753758,34,,,0.6371212121212121
VOLKSWAGEN,GOLF GTI,MK3,GTI,EU,europe,RDW+VEH0124,2026,1213,>=500,,0.5054239745951628,9,0.10596088843394484,0.04270376911617828,15,,,0.8408218559494243
CATERHAM,SEVEN,SEVEN,SPORTIVE,EU,europe,RDW,2026,106,<500,,1.0,0,,,0,,,
LEXUS,IS-F,XE20,SPORTIVE,EU,europe,RDW+VEH0124,2026,239,<500,254,0.7533522221856158,9,0.03157067318169516,-0.03305770278994343,34,2025,0,0.23696682464454977
BMW,Z4,E85,ROADSTER,EU,europe,RDW+VEH0124,2026,12150,>=500,21967,0.5482926372349396,9,0.07275358909945692,-0.0005194943207596364,23,2020,5,0.3433436351973876
NISSAN,200SX,S14,COUPE,EU,europe,RDW+VEH0124,2026,417,<500,,0.4799494394632078,9,0.09371440941176774,-0.009953516177780772,26,2025,0,0.8183921341816078
RENAULT,CLIO RS,MK2,GTI,EU,europe,VEH0124,2025,1668,>=500,9058,0.18414661073084565,9,0.09207990173847608,-0.042082606315923726,34,2021,4,0.6593137254901961
FIAT,PUNTO GT,176,GTI,EU,europe,RDW+VEH0124,2026,57,<100,,0.5680939637228665,9,0.11223423235241829,0.02485376948088054,24,,,0.8813559322033898
JAGUAR,XK,X150,COUPE,EU,europe,RDW+VEH0124,2026,10169,>=500,14838,0.6700609941350921,9,0.03847941206643701,-0.04868994160730568,25,2025,0,0.27893681787809044
RENAULT,5 GT TURBO,MK2,GTI,EU,europe,RDW+VEH0124,2026,585,>=500,,0.8824466159971045,9,0.008089579327748937,-0.0336914335704356,6,2020,5,0.8656518861681006
LANCIA,DELTA INTEGRALE,831,SPORTIVE,EU,europe,RDW+VEH0124,2026,524,>=500,,0.8986655789289668,9,0.007076379134274821,-0.030854645592114323,8,2020,5,0.8091370558375635
MASERATI,GRANTURISMO,M145,COUPE,EU,europe,RDW+VEH0124,2026,2542,>=500,3114,0.7266034663889432,9,0.024838028355131426,-0.010360292478741682,16,2023,2,0.24644549763033174
TVR,GRIFFITH,GRIFFITH,ROADSTER,EU,europe,RDW+VEH0124,2026,508,>=500,81,0.7341142038427156,9,0.03910548153341451,-0.031002677178695114,15,2017,8,0.5844875346260388
AUDI,RS4,B5,SPORTIVE,EU,europe,RDW+VEH0124,2026,136,<500,324,0.404305200341006,9,0.10666677412765786,0.037153284601318295,33,,,0.6467391304347826
VOLKSWAGEN,GOLF GTI,MK2,GTI,EU,europe,RDW+VEH0124,2026,3641,>=500,,0.7034089637563958,9,0.043455324198536045,0.0016743113003515053,6,,,0.8245239658568615
