country,make_raw,make,model_gen_raw,model_raw,model_gen,generation,count,source_file
NL,CITROEN,CITROEN,,JD 19 FA,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,A-C-4,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AYA2A DYANE 6,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,HB2AS 1600 KAMPEERWAGEN,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,15 CV (TRACTION AVANT),,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID 19 S/BREAK,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,BREAK DS 20,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,KAMPEERWAGEN 1600,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TA FAMILIALE-11,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,1-D-19-F,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,10 A L,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AYB-AM,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,T605,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZ20H,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,290G 921 KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,C 25/280 G 90 KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TORPEDO COMMERCIAL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,SUMMIT 600 PLUS,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AVANTI L,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,2CV5,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZ SIE-2CV,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,U 64 KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,HB2 AS 1600 KAMPEERWAGEN,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,FALCON,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,H78 KAMPEERWAGEN,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AYA3 AM,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,D19B,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TRACTION AVANT DECAPOTABLE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CF 35 DIESEL KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DS21SIEM,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DS SIE FC,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,BUERSTNER T624,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,(II CV BL) SALOON,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID T9 P,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DI6BC D SUPER 5,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,290G92/4,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 BL.,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,MASIEMG,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,2CV6CHARLESTON,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DS.19MA,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CITROEN CHAUSSON,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CHAUSSON WELCOME 75,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,743,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AM2-AMI-6,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID 19 DECAPOTABLE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TREFLE TYPC E,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,D17BCA D-SUPER,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,C35 RD KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,GS1220 CLUB,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,EIGENBOUW,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZ 6,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 D,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,GLOBECAR CAMP SCOUT,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 C.,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,HYMERMOBIL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,MCT3301RF779,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TRACTION 11BN,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DSSIEFD,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TRACTION AVANT HB,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,BX19D,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID 19 F SERIE A,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,BERLINE NORMALE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,LA STRADA,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,H78 HY78KAMPEERWAGEN,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AC4 TORPEDO COMMERCIALE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,D 21 INJECTION ELECTRONIQUE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 SIE RL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,POESSI,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 B$,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,C73,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 SERIE B,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11CV-BL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZL2CV,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 CV B,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,H78 HY78,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,I D,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,N2D7,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,D 11,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,HY (KAMPEERAUTO),,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZ 4BL 2CV4,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TRACTION AVANT 15/6 CABRIO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CITROEN AK,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TRACTION AVANT NORMALE   11 CV,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,B12 TORPEDO COMMERCIAL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZM,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,1D 20 F,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,SE 1CC SM INJ.,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AK2,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TRACTION AVANT B15 HYDRAULIQUE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,7C TRACTION AVANT,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,C 25 1000 280 A10 KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,280G50NT,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,C-15 1.9,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,HY IN2,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AM 8,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,HY-E,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 BL FRACTION AVANT,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,HY SERIE IN 2 KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,C 25 PILOTE R 640 D KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,C 35 LE/5 KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,IDZOF,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,244,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AKAP,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DS PALLAS INJECTION,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CACTUS,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AK 2ST AKS,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,BL-11,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,77 B,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,C35RD KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,BRAEK 21 CONFORT,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TRACTION AVANT IIB,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,PILOTE R660,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CX2400 GTI,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,1D20 F,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AK.S,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,A.C. 4,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,BX16TRS,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,10 RAADSTER,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DS SIE FG,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CXPRES/IE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,7 C ROADSTAR,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,537017,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,15 6-H,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,"DI7BCA D-SPECIAL N,A.",,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,HM AUFBAU 544,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,S1VJZF,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,MA SERIE MY,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TRACTION AVANT 11BN,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,GSCLUB/PA,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,5 HP C3 T3-2,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DE 1 BP DS 23 INJ. PAJE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,H C,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CONDUITE INTERIEURE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11COMMERCIAL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DF SKC BREAK 23 CON,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID 19 C,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,RAPIDO 785C,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CV,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,MAMPMOD,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,0,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,230 L,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,BL SPORT TRACTION AVANT,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,SH75-1 SHERPA CABRIOLET,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,SB-SC,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,SBSB,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AU5FT AZU B,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DI7BCC DS SPECIAL COMFORT,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,GIOTTILINE C60,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DC3BC DS 23 INJ,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,230L/JUMPER 2.8HDI,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,Y4GP/XM,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TRACTION 15CV,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,M-19,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,C 15 E FAMILIAL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID19 PALLAS,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,POSSL SUMMIT 540,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID 19-F,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ACADIANE AYCD,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,A-2CH,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AC 4 CONDUITE INTERIEURE COMM.,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CITROEN CX25,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID 20 F DS 20 BREAK,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CITROEN ROSALIE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 BN TRACTION-AVANT,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,HY 1600 KAMPEERWAGEN,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,D17BCB DSPECIAL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AM SIE JC,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,FAMILIALE 23 COMFORT,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,23R (SERIE U) KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,SM 2 CC SM,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,1D19FA BREAK,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,SCORHILL MAGIC,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,C11,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,M35-E,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,5 CV TORPEDO TREFLE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DSFG,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AC 4 FAUX CABRIOLET,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,BX16IMIL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,C 35 D KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,10 CV SERIE A,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,1D 21 F,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,10AL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,"C 25 1000,1400,1800TURBOD",,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DE 3 BPA DS 23 INJ PALLAS,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID 19 SEB,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TRACTION 7 B ROADSTER,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CITROEN 15 SIX D,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ACADIANE KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,290 G 924 KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CITROEN CX2000,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,MERGA LAUNCH 540,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,---------------,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DE5BP DS 23 INJ BW PAJE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,GS2BP GS 1220 CLUB,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,HD19,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZKB,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID 19 SB,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ROSALIE TYPE 11 UA BERLINE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZ SIE AM,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,B-14F,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,C.15 E,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,8 FAMILIAR,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,1600 KAMPEERWAGEN,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,SB (SM),,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,15/6F,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CHARLESTON 2CV6,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CX2000 BREAK,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,1D19F BREAK,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CX2400 FAMILIALE         INJECTION AUTOMATIC,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,H78-HY 78 KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID 19F FAMILIAL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZL6,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,MI9BP AMI SUPER CLUB,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,POSSL SUMMIT 640,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11BC,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,II SIE BL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,VAN CLEE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,SBSIESB,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,1142931,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,290K928,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,1D 19 S IE B,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,BX14 RE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,D19 PALLAS,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZ-L CABRIOLET,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CX25 D BREAK,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11SIE RL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,II SIE DL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AK/AK,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,5 HP,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZK 2 CH,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,A SIE 2 CH,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,SEDAN DS 21,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AKSIEB,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,HY 1600,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AYCA  MEHARI,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,SAXOX/SX,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,HOFFMAN AERO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,D5 21 PALLAS,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,MEHARI4X2,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11B FAMILIALE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,VISA2SP/CL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZ 2 CL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 B LEGERE,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11B(TRACTION-AVANT),,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AM 16 BREAK,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZ SIE 2CH,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DF 2 KC KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,GRAND C4 SPACETOURER,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,LS1ACH CX 2000,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,A C 4,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,6 H (15 SIX),,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CITROEN XSARAPICASSO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CX25RD PALLAS,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,15 SIX CABRIOLET ROADSTER,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,MI9BCS AMI SUPER,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,S0CDYF,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DI 6 BC-D-SUPER 5,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DS BREAK CURRES,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZA2,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TORPEDO 5CV 3 PLACES CABRIOLET,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,C35-DIESELKAMPEERWAGEN,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZ 4 BL 2 CV,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ROSALIE TYPE 8 SERIE A,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CX25TRI BREAK AUT.U9,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,EG / DG001,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,SM 2 CC SMBW,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,HYMERMOBIL 644 KAMPEERAUTO,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DIANE 6 MEHARI,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AK 3 ST 400,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TORPEDO B14F,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,3 D 19 P,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,II B,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,B654,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,B11 NORMAAL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,PALLAS PRESTIGE 21 DS    INJ.,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AXEL 11 R,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 CABRIOLET,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 U,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,BOXER,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZ SIE 2 CV,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,22 A,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,IIBL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CITROEN 51 11 BL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,WODAN,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,POESSL,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,SEICC SM INJ.,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,MIGRATEUR,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,GS2BPD GS CLUB,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZSER  2CV,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DE IBC DS 23 INJ.,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,FURGONETA MIXTA,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,B544,,,1,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,MASIEMB,,,1,gekentekende_voertuigen_agg.json
