country,make_raw,make,count
NL,FORD-LEISURE TIME,FORD-LEISURE TIME,2
NL,TIFFANY COACHWORKS,TIFFANY COACHWORKS,2
NL,WD DENZEL,WD DENZEL,2
NL,SONST HERSTELLER,SONST HERSTELLER,2
NL,THOROUGHBRED,THOROUGHBRED,2
NL,KEWET,KEWET,2
NL,G.M.E.,G.M.E.,2
NL,MERCEDES BENZ AMG,MERCEDES BENZ AMG,2
NL,CHEVROLET-JAMBOREE,CHEVROLET-JAMBOREE,2
NL,INDIGO,INDIGO,2
NL,FUNBUGGIES,FUNBUGGIES,2
NL,ROAD RUNNER,ROAD RUNNER,2
NL,COACHMAN,COACHMAN,2
GB,BTM,BTM,2
NL,BERGADANA,BERGADANA,2
NL,ARIES,ARIES,2
NL,TICKFORD,TICKFORD,2
NL,CHEVROLET-MITCHELL,CHEVROLET-MITCHELL,2
NL,GM,GM,2
NL,FIAT DUCATO/GLOBE-TRAVELL,FIAT DUCATO/GLOBE-TRAVELL,2
NL,DILLINGER,DILLINGER,2
NL,AMERICAN,AMERICAN,2
NL,DELLOW,DELLOW,2
NL,MGXPOWER,MGXPOWER,2
NL,SILVA STRIKER MK2,SILVA STRIKER MK2,2
NL,AVANTI,AVANTI,2
NL,CHEVROLET-MALLARD,CHEVROLET-MALLARD,2
NL,AUTOVILLA,AUTOVILLA,2
NL,DODGE-CASUAL,DODGE-CASUAL,2
NL,ROEDER WUPPERTAL,ROEDER WUPPERTAL,2
NL,ACHLEITNER,ACHLEITNER,2
NL,AUSTIN-VANDEN PLAS,AUSTIN-VANDEN PLAS,2
NL,GRAVETTI,GRAVETTI,2
NL,LUCAS,LUCAS,2
NL,BUSCONCEPT,BUSCONCEPT,2
NL,STANGUELLINI,STANGUELLINI,2
NL,GEORGES ROY,GEORGES ROY,2
NL,GIBBONS,GIBBONS,2
NL,ROYALE WINDSOR,ROYALE WINDSOR,2
NL,BAKER ELECTRIC,BAKER ELECTRIC,2
NL,DB,DB,2
NL,LISTER,LISTER,2
NL,STELLA,STELLA,2
NL,TOYOTA-MINICRUISER,TOYOTA-MINICRUISER,2
NL,BD,BD,2
NL,IFA-FRAMO,IFA-FRAMO,2
NL,LTI VEHICLES,LTI VEHICLES,2
NL,GAZELLE,GAZELLE,2
NL,ROBUR,ROBUR,2
NL,UNIC,UNIC,2
NL,BRASIER,BRASIER,2
NL,CMD,CMD,2
NL,PANCAR,PANCAR,2
NL,VICTORIA,VICTORIA,2
NL,FAIRWAY DRIVER TAXI,FAIRWAY DRIVER TAXI,2
NL,ARISTOCAT,ARISTOCAT,2
NL,CAPE ADVANCED VEHICLES,CAPE ADVANCED VEHICLES,2
NL,ZENOS,ZENOS,2
NL,MONTEVERDI,MONTEVERDI,2
NL,ROLLER,ROLLER,2
NL,LADA AUTOMOBILE GMBH,LADA AUTOMOBILE GMBH,2
NL,BEDELIA,BEDELIA,2
NL,MPM MOTORS,MPM MOTORS,1
NL,ABT,ABT,1
NL,MAGIRUS-FAUN,MAGIRUS-FAUN,1
NL,JMC LANDWIND,JMC LANDWIND,1
NL,VOLKSWAGEN/ZIMNY,VOLKSWAGEN/ZIMNY,1
NL,HENDRIKUS,HENDRIKUS,1
NL,FREIGHT-ROVER,FREIGHT-ROVER,1
NL,VORTEX,VORTEX,1
NL,SCOIATTOLO,SCOIATTOLO,1
NL,CBP,CBP,1
NL,ATD,ATD,1
NL,FARBIO,FARBIO,1
NL,MILLOT,MILLOT,1
NL,MONICA,MONICA,1
NL,MERCEDES BENZ / CIBRO,MERCEDES BENZ / CIBRO,1
NL,NARDI,NARDI,1
NL,FLANDERS,FLANDERS,1
NL,CACCIAMALI,CACCIAMALI,1
NL,AVIONS VOISINS,AVIONS VOISINS,1
NL,LA BUIRE,LA BUIRE,1
NL,PARIS CARS MERLIN,PARIS CARS MERLIN,1
NL,REVCON,REVCON,1
NL,BALZER/APAL,BALZER/APAL,1
NL,EVOLUTE,EVOLUTE,1
NL,GEORGES/RICHARD,GEORGES/RICHARD,1
NL,EDGE SPORTSCAR,EDGE SPORTSCAR,1
NL,TOYOTA-SUNRADER,TOYOTA-SUNRADER,1
NL,CHEVROLET-LEISURE TIME,CHEVROLET-LEISURE TIME,1
NL,OGLE,OGLE,1
NL,BLUECAR,BLUECAR,1
NL,WAVERLEY,WAVERLEY,1
NL,OM,OM,1
NL,A.K.S.,A.K.S.,1
NL,FIBRA REAL SP,FIBRA REAL SP,1
NL,ANTIQUE & COLLECTIBLE,ANTIQUE & COLLECTIBLE,1
NL,NAVISTAR,NAVISTAR,1
NL,AUDIBERT-LAVIROTTE,AUDIBERT-LAVIROTTE,1
NL,GMC-SOUTHWIND,GMC-SOUTHWIND,1
NL,ASCARI FBT,ASCARI FBT,1
NL,BIGFOOT IND. (CDN.),BIGFOOT IND. (CDN.),1
NL,GERMAN E-CARS,GERMAN E-CARS,1
NL,DODGE-TIOGA,DODGE-TIOGA,1
NL,STRATTON,STRATTON,1
NL,ROLLIN,ROLLIN,1
GB,SD,SD,1
NL,STRAKIT,STRAKIT,1
NL,STOEWER,STOEWER,1
NL,HODGEP,HODGEP,1
NL,ESSER - HUERTH,ESSER - HUERTH,1
NL,STRAKER-SQUIRE,STRAKER-SQUIRE,1
NL,BEIJING JEEP CORPORATION,BEIJING JEEP CORPORATION,1
NL,PEMBLETON,PEMBLETON,1
NL,VIKING,VIKING,1
NL,XPLORER,XPLORER,1
NL,PUR SANG BUGATTI,PUR SANG BUGATTI,1
NL,METZ,METZ,1
NL,GRIFFON,GRIFFON,1
NL,STERLING,STERLING,1
NL,S.C.A.T.,S.C.A.T.,1
NL,ZAZ-PINGUIN,ZAZ-PINGUIN,1
NL,DODGE-TEC,DODGE-TEC,1
NL,VANTOURER,VANTOURER,1
GB,VALMET,VALMET,1
NL,LEISURE TRAVEL VANS,LEISURE TRAVEL VANS,1
NL,PILATO,PILATO,1
NL,ULTRAVAN,ULTRAVAN,1
NL,GEMA,GEMA,1
NL,DECAUVILLE,DECAUVILLE,1
NL,LR-ROADSTER,LR-ROADSTER,1
NL,HMC,HMC,1
NL,DEVIN,DEVIN,1
NL,SIZAIRE FRERES,SIZAIRE FRERES,1
NL,SCHOLLEN,SCHOLLEN,1
NL,BROICH-HUERTH,BROICH-HUERTH,1
NL,AUTO ROLLER,AUTO ROLLER,1
GB,JOHN ALLEN,JOHN ALLEN,1
NL,AVALLONE,AVALLONE,1
NL,AGA,AGA,1
NL,SEIGERS,SEIGERS,1
NL,MAN-VW,MAN-VW,1
NL,RMB,RMB,1
NL,MOT.- SPORT KROLL BOTTROP,MOT.- SPORT KROLL BOTTROP,1
NL,PEUGEOT BOXER/NEO-TRAVELL,PEUGEOT BOXER/NEO-TRAVELL,1
NL,RC MOTORHOMES,RC MOTORHOMES,1
NL,VELIE,VELIE,1
NL,KAROSA,KAROSA,1
NL,CLEVELAND,CLEVELAND,1
NL,IFAKRAFTFARZEUGWERK AUDI,IFAKRAFTFARZEUGWERK AUDI,1
NL,NAMCO,NAMCO,1
NL,LEADER,LEADER,1
NL,"KARMANN, RHEINE","KARMANN, RHEINE",1
NL,OBERAIGNER AUTOMOTIVE,OBERAIGNER AUTOMOTIVE,1
NL,LENCIA,LENCIA,1
NL,GMC-JAYCO,GMC-JAYCO,1
NL,AVIONS VOISIN,AVIONS VOISIN,1
NL,GRINNALL,GRINNALL,1
NL,G.D.,G.D.,1
NL,EMF,EMF,1
NL,STIMULA,STIMULA,1
NL,GBS,GBS,1
NL,ASA,ASA,1
NL,ZAGO AUTOMOTIVE,ZAGO AUTOMOTIVE,1
NL,BLACKBURN,BLACKBURN,1
NL,EL KG BUGATTIBAU,EL KG BUGATTIBAU,1
NL,ORA,ORA,1
NL,ARDEN,ARDEN,1
NL,LUC COURT,LUC COURT,1
NL,MATTIG BAMBERG,MATTIG BAMBERG,1
NL,COMMANCHEE ARROWHEAD,COMMANCHEE ARROWHEAD,1
NL,PERIGORD VDL,PERIGORD VDL,1
NL,VERNON DERBY,VERNON DERBY,1
NL,COXX,COXX,1
NL,ALLEGRO,ALLEGRO,1
NL,HIRONDELLE,HIRONDELLE,1
NL,LORRAINE,LORRAINE,1
NL,B.N.C.,B.N.C.,1
NL,BRIGGS & STRATTON,BRIGGS & STRATTON,1
NL,DOBLE,DOBLE,1
NL,RHEINAU.MASCH-B.-RMA,RHEINAU.MASCH-B.-RMA,1
NL,SHENYANG BRILLIANCE JINBE,SHENYANG BRILLIANCE JINBE,1
NL,HANSA,HANSA,1
NL,ROUSSON,ROUSSON,1
NL,JEFFERY,JEFFERY,1
NL,HENSEN,HENSEN,1
NL,SYRENA,SYRENA,1
NL,OEAF,OEAF,1
NL,T & J,T & J,1
NL,MP-LAFER,MP-LAFER,1
NL,SIMA,SIMA,1
NL,SCHAUDEL,SCHAUDEL,1
NL,STEWART & STEVENSON,STEWART & STEVENSON,1
NL,ROCKNE,ROCKNE,1
NL,AGOSY,AGOSY,1
NL,WINTON,WINTON,1
NL,ISDERA,ISDERA,1
NL,HALL,HALL,1
NL,PEMBLETON BROOKLAND,PEMBLETON BROOKLAND,1
NL,BOLER,BOLER,1
NL,GRIFFITH,GRIFFITH,1
NL,"KUEHN,R","KUEHN,R",1
NL,JORDAN,JORDAN,1
NL,LORRAINE DIETRICH,LORRAINE DIETRICH,1
NL,ZUEST,ZUEST,1
NL,SCAM,SCAM,1
NL,MINI AUTO,MINI AUTO,1
NL,WEST-COAST CORP,WEST-COAST CORP,1
NL,VERSAILLES,VERSAILLES,1
NL,MIDSTATES,MIDSTATES,1
NL,WALTER,WALTER,1
NL,PEERLESS,PEERLESS,1
NL,INTER HARV-IHC,INTER HARV-IHC,1
NL,GOTTLOB AUWAERTER,GOTTLOB AUWAERTER,1
NL,TRI-STATE,TRI-STATE,1
NL,RKSP,RKSP,1
NL,BROOKE,BROOKE,1
NL,ARROL JOHNSTON,ARROL JOHNSTON,1
NL,VAN MUYLDER,VAN MUYLDER,1
NL,WM MOTOR MANUFACTURING WM,WM MOTOR MANUFACTURING WM,1
NL,SDR,SDR,1
NL,HANS GLAS GMBH,HANS GLAS GMBH,1
NL,CONTEMPORARY,CONTEMPORARY,1
NL,VOLKNER REISE-MOBIL,VOLKNER REISE-MOBIL,1
NL,MINIJEM,MINIJEM,1
NL,MW MOTORS SRO,MW MOTORS SRO,1
NL,NAPIER,NAPIER,1
NL,ZANELLA,ZANELLA,1
NL,WHITGIFT,WHITGIFT,1
NL,ENZMANN,ENZMANN,1
NL,SPCC,SPCC,1
NL,LEADING IDEAL,LEADING IDEAL,1
NL,FACTORY,FACTORY,1
NL,FOREST RIVER,FOREST RIVER,1
NL,BLUE ASH TECHN. CORP.,BLUE ASH TECHN. CORP.,1
NL,KIMMAN,KIMMAN,1
NL,BAYLISS THOMAS,BAYLISS THOMAS,1
NL,LINER,LINER,1
NL,SEA / ELNAGH,SEA / ELNAGH,1
NL,FORETRAVEL,FORETRAVEL,1
NL,PROTON,PROTON,1
NL,GEIGER,GEIGER,1
NL,GEORGIE BOY MFTG,GEORGIE BOY MFTG,1
NL,WILLYS MOTORS,WILLYS MOTORS,1
NL,STEARNS-KNIGHT,STEARNS-KNIGHT,1
NL,ZOTYE,ZOTYE,1
NL,JAVELIN,JAVELIN,1
NL,AMERICAN EAGLE,AMERICAN EAGLE,1
NL,SUELZER,SUELZER,1
NL,DE DIETRICH,DE DIETRICH,1
NL,LAWIL,LAWIL,1
NL,ISO GRIFO,ISO GRIFO,1
NL,MITCHELL,MITCHELL,1
NL,HURTU,HURTU,1
NL,VETTA VENTURA,VETTA VENTURA,1
NL,NAGANT,NAGANT,1
NL,CG,CG,1
NL,CHR. ROEDER,CHR. ROEDER,1
NL,MORGAN MOTOR COMPANY LTD,MORGAN MOTOR COMPANY LTD,1
NL,SIZAIRE ET NAUDIN,SIZAIRE ET NAUDIN,1
NL,STYLEVAN,STYLEVAN,1
NL,ASIA MOTORS,ASIA MOTORS,1
NL,TRAIL-LITE,TRAIL-LITE,1
NL,MAURI,MAURI,1
NL,MADISON,MADISON,1
NL,EXPLORER,EXPLORER,1
NL,ROLES,ROLES,1
NL,TURTLE TOP,TURTLE TOP,1
NL,STONE LEIGH,STONE LEIGH,1
NL,LITTLE STAR,LITTLE STAR,1
NL,WESSELO,WESSELO,1
NL,KRYSTAL ENTERPRISES,KRYSTAL ENTERPRISES,1
NL,FORZA,FORZA,1
NL,PEUGEOT/MOBILCAR,PEUGEOT/MOBILCAR,1
NL,LANE,LANE,1
NL,DORETTI,DORETTI,1
NL,SUERE,SUERE,1
NL,BUSINESS,BUSINESS,1
NL,CITROEN/CHALLENGER,CITROEN/CHALLENGER,1
GB,MASAI,MASAI,1
NL,KASPAR,KASPAR,1
NL,MEADOWS,MEADOWS,1
NL,DIATTO,DIATTO,1
NL,BUICK OPEL,BUICK OPEL,1
NL,MAGDA,MAGDA,1
NL,TOMASZO COBRA,TOMASZO COBRA,1
NL,AUTOTUNE,AUTOTUNE,1
NL,DIAMOND DSM,DIAMOND DSM,1
NL,AUTO-TRAIL V.R. LIMITED,AUTO-TRAIL V.R. LIMITED,1
NL,VENTURI,VENTURI,1
NL,XENATEC,XENATEC,1
NL,FISSORE,FISSORE,1
NL,NEWMAR,NEWMAR,1
NL,DAIMLERCHRYSLER,DAIMLERCHRYSLER,1
NL,ERRA,ERRA,1
NL,MONET GOYON,MONET GOYON,1
NL,ABS,ABS,1
NL,V.M.,V.M.,1
NL,SALEEN,SALEEN,1
NL,ASCARI,ASCARI,1
NL,GATSO,GATSO,1
NL,RCH,RCH,1
NL,LAWLER SPECIAL,LAWLER SPECIAL,1
NL,LCD,LCD,1
NL,FUGITIVE,FUGITIVE,1
NL,MICROCAR,MICROCAR,1
NL,FORD-DIAMOND,FORD-DIAMOND,1
NL,ARTEGA,ARTEGA,1
NL,NEWELL COACH,NEWELL COACH,1
NL,OTOKAR,OTOKAR,1
NL,LASSALLE,LASSALLE,1
NL,GP PROJECTS,GP PROJECTS,1
GB,MOTOR JIKOV,MOTOR JIKOV,1
NL,F.N.,F.N.,1
NL,PAX,PAX,1
NL,AFRICAR,AFRICAR,1
NL,MILLS,MILLS,1
NL,CUSHMAN,CUSHMAN,1
NL,SANICAR,SANICAR,1
NL,AUTOHAUS UHLMACHER,AUTOHAUS UHLMACHER,1
NL,HANDS,HANDS,1
NL,A.F.F.,A.F.F.,1
NL,MERCEDES-SIMPLEX,MERCEDES-SIMPLEX,1
NL,GAMC BALDI,GAMC BALDI,1
NL,ENVEMO BRASILIEN,ENVEMO BRASILIEN,1
NL,MOSS,MOSS,1
NL,ANASAGASTI,ANASAGASTI,1
NL,BANTAM,BANTAM,1
NL,LAGO,LAGO,1
NL,CARTERCAR,CARTERCAR,1
NL,SOCIETE,SOCIETE,1
NL,MCW,MCW,1
NL,TAVRIA,TAVRIA,1
NL,ADAMO,ADAMO,1
NL,LUCENTI,LUCENTI,1
NL,SOUTH ROADCRAFT,SOUTH ROADCRAFT,1
NL,MAN TRUCK & BUS SE MERCUS,MAN TRUCK & BUS SE MERCUS,1
NL,MINOR,MINOR,1
NL,BCK,BCK,1
NL,THOMSON,THOMSON,1
NL,THAMES TRADER,THAMES TRADER,1
GB,SACHS,SACHS,1
NL,MINARI ALFA CLUB,MINARI ALFA CLUB,1
NL,NAYLOR,NAYLOR,1
NL,SURREY,SURREY,1
NL,WAZ,WAZ,1
NL,DEON,DEON,1
NL,MVS,MVS,1
NL,KIEFT,KIEFT,1
NL,RASANT,RASANT,1
NL,AXCO,AXCO,1
NL,VELAM,VELAM,1
NL,TIFFANY ENTERPRISES,TIFFANY ENTERPRISES,1
NL,CHEVROLET-TRAVELWORLD,CHEVROLET-TRAVELWORLD,1
NL,IWK,IWK,1
NL,BMW-BAUER STUTTGART,BMW-BAUER STUTTGART,1
NL,COVIN,COVIN,1
NL,TR-TEC,TR-TEC,1
NL,HITECH,HITECH,1
NL,ISOTTA-FRASCHINI,ISOTTA-FRASCHINI,1
NL,LASER REPLICA,LASER REPLICA,1
NL,GEMINI,GEMINI,1
NL,MILEK,MILEK,1
NL,SWINDON,SWINDON,1
NL,STEINWINTER,STEINWINTER,1
GB,GUY,GUY,1
NL,GREAT WALL,GREAT WALL,1
NL,PEUGEOT BOXER,PEUGEOT BOXER,1
NL,BS,BS,1
NL,COPY CATS,COPY CATS,1
NL,GOPO,GOPO,1
NL,LAFORZA,LAFORZA,1
NL,MAC 1,MAC 1,1
NL,EMPIRE SABRE,EMPIRE SABRE,1
NL,CHEVROLET-JAYCO,CHEVROLET-JAYCO,1
NL,ROLUX,ROLUX,1
NL,ISOTTA FRANCHINI,ISOTTA FRANCHINI,1
NL,KUHLMANN-CARS,KUHLMANN-CARS,1
NL,TRIBUTE,TRIBUTE,1
GB,VOGELE,VOGELE,1
NL,SVC,SVC,1
NL,ALLEN COACHWORKS,ALLEN COACHWORKS,1
NL,ETALMOBIL,ETALMOBIL,1
NL,ECKLOFF,ECKLOFF,1
NL,HENSCHEL,HENSCHEL,1
NL,POPE-WAVERLEY,POPE-WAVERLEY,1
NL,FIBERFAB,FIBERFAB,1
NL,HOTOMOBIL,HOTOMOBIL,1
NL,LUNAR,LUNAR,1
NL,AEC,AEC,1
NL,FIAT DUCATO/NEO-TRAVELLER,FIAT DUCATO/NEO-TRAVELLER,1
NL,FRAZER,FRAZER,1
NL,K.C.C.,K.C.C.,1
NL,TRIDENT,TRIDENT,1
NL,EYSINK,EYSINK,1
NL,PAIGE DETROIT,PAIGE DETROIT,1
NL,FORD-SHASTA,FORD-SHASTA,1
NL,STANDARD MOTOR CORP.,STANDARD MOTOR CORP.,1
NL,AMEDEE BOLLEE,AMEDEE BOLLEE,1
NL,G.M.C.-JAMBOREE,G.M.C.-JAMBOREE,1
NL,DELANEY,DELANEY,1
NL,SPIER,SPIER,1
NL,COACHMAN MIRADA,COACHMAN MIRADA,1
NL,HARLEY DAVIDSON,HARLEY DAVIDSON,1
NL,APOLLO,APOLLO,1
NL,MALLOCK,MALLOCK,1
NL,KODEWA,KODEWA,1
NL,ATLAS TECHNOLOGIES,ATLAS TECHNOLOGIES,1
NL,BANDINI,BANDINI,1
NL,DODGE-PACE ARROW,DODGE-PACE ARROW,1
NL,NG TA TOURER,NG TA TOURER,1
GB,JOHNSTON SWEEPERS,JOHNSTON SWEEPERS,1
NL,DELAUGERE CLAYETTE,DELAUGERE CLAYETTE,1
NL,DEL MONTE JEEP,DEL MONTE JEEP,1
NL,ANADOL,ANADOL,1
NL,UVA,UVA,1
NL,RCB,RCB,1
NL,GASMOBILE,GASMOBILE,1
NL,IKA-RENAULT,IKA-RENAULT,1
NL,CENO WTH BUGGY,CENO WTH BUGGY,1
NL,GORKI,GORKI,1
NL,CALVY MITCHEL KIT,CALVY MITCHEL KIT,1
NL,ELVA,ELVA,1
NL,CORTEZ CAMPER USA,CORTEZ CAMPER USA,1
NL,ABT E-LINE GMBH,ABT E-LINE GMBH,1
NL,HAINSWORTH,HAINSWORTH,1
NL,HOLSMAN,HOLSMAN,1
NL,HONKER,HONKER,1
NL,DAMONWORKHORSE,DAMONWORKHORSE,1
NL,DAMON CORPORATION,DAMON CORPORATION,1
NL,BENOVA,BENOVA,1
NL,ERA CARS,ERA CARS,1
NL,JURGEN MOHR RUSH,JURGEN MOHR RUSH,1
NL,BARRE,BARRE,1
NL,IBC,IBC,1
NL,NYSA MOTOR,NYSA MOTOR,1
NL,CROWN,CROWN,1
NL,HERBERT ENGINEERING,HERBERT ENGINEERING,1
NL,GRAF & STIFT,GRAF & STIFT,1
NL,RODLINE 1934,RODLINE 1934,1
NL,LEDL,LEDL,1
NL,SPEZIAL,SPEZIAL,1
NL,SOUTHAMPTON COACHWORKS,SOUTHAMPTON COACHWORKS,1
NL,NG TF,NG TF,1
NL,PATERSON,PATERSON,1
NL,CHARRON,CHARRON,1
NL,FORD-WINSOR,FORD-WINSOR,1
NL,RAYTON FISSORE,RAYTON FISSORE,1
NL,"J. HUSCHKE, NOHFELDE","J. HUSCHKE, NOHFELDE",1
NL,EAGLE-LINCOLN,EAGLE-LINCOLN,1
NL,MOTO GUZZI,MOTO GUZZI,1
NL,SPECIALIST SPORTS,SPECIALIST SPORTS,1
GB,GROVE,GROVE,1
NL,MOBITECTURE,MOBITECTURE,1
NL,TELCO,TELCO,1
NL,FORD-RAMBLER,FORD-RAMBLER,1
NL,HRG,HRG,1
NL,CLEMENT PANHARD,CLEMENT PANHARD,1
NL,P.T.V.,P.T.V.,1
NL,CITROEN/PILOTE,CITROEN/PILOTE,1
NL,GIAUR,GIAUR,1
NL,KRIT,KRIT,1
NL,ISETTA,ISETTA,1
NL,OPPERMAN,OPPERMAN,1
NL,SCOUTCAR,SCOUTCAR,1
NL,FULDA MOBIEL,FULDA MOBIEL,1
NL,BROUGH SUPERIOR,BROUGH SUPERIOR,1
NL,ONYX FIREFLY,ONYX FIREFLY,1
NL,PASTICHE,PASTICHE,1
NL,HOBBYCAR,HOBBYCAR,1
NL,BERNA,BERNA,1
NL,FERGUSON,FERGUSON,1
NL,C.I.D.,C.I.D.,1
NL,FOSTER,FOSTER,1
NL,EVIL TWIN,EVIL TWIN,1
NL,OWEN MAGNETIC,OWEN MAGNETIC,1
NL,MORETTI,MORETTI,1
NL,BOHSE,BOHSE,1
NL,VOLPI,VOLPI,1
NL,AUROA,AUROA,1
NL,CALCOTT,CALCOTT,1
NL,MOCHET,MOCHET,1
NL,TAMPLIN,TAMPLIN,1
NL,YUE LOONG,YUE LOONG,1
NL,SAINT LOUIS,SAINT LOUIS,1
NL,ACE,ACE,1
NL,CHEVROLET-TEC,CHEVROLET-TEC,1
NL,GESER,GESER,1
NL,DRAYTON,DRAYTON,1
NL,EVANTA,EVANTA,1
NL,TGB,TGB,1
NL,GMC-TIOGA,GMC-TIOGA,1
NL,OEVRIGA,OEVRIGA,1
NL,BEIJING,BEIJING,1
NL,KNOX,KNOX,1
GB,AION,AION,1
NL,DUESENBERG,DUESENBERG,1
NL,LEYLAND-VERHEUL,LEYLAND-VERHEUL,1
NL,DAEWOO-FSO,DAEWOO-FSO,1
NL,IMV,IMV,1
NL,LENHAM,LENHAM,1
NL,TOFAS,TOFAS,1
NL,NEW-MAP,NEW-MAP,1
NL,SPIER FAHRZEUGWERKE KG,SPIER FAHRZEUGWERKE KG,1
NL,UNIQUE AUTOCRAFT,UNIQUE AUTOCRAFT,1
NL,ULTRA COACHWORKS,ULTRA COACHWORKS,1
NL,STODDARD DAYTON,STODDARD DAYTON,1
GB,MONTESA,MONTESA,1
NL,PRINCE,PRINCE,1
NL,CANCO COBRA,CANCO COBRA,1
NL,FOERS,FOERS,1
NL,AUTO BLEU,AUTO BLEU,1
NL,SEARS-ROEBUCK,SEARS-ROEBUCK,1
NL,SABRA,SABRA,1
NL,SAMMIO,SAMMIO,1
NL,ENCORE,ENCORE,1
NL,GLASSIC,GLASSIC,1
NL,MANSORY (D),MANSORY (D),1
NL,STROSEK-PORSCHE,STROSEK-PORSCHE,1
NL,JERBA CAMPERVANS,JERBA CAMPERVANS,1
NL,MINOTTO,MINOTTO,1
NL,IRMSCHER,IRMSCHER,1
NL,POBEDA,POBEDA,1
GB,ETON,ETON,1
NL,KARRIER,KARRIER,1
NL,HALDANE,HALDANE,1
NL,GORGUS,GORGUS,1
NL,TRAKA,TRAKA,1
NL,IRIS FRANCE,IRIS FRANCE,1
NL,CRESTMOBILE,CRESTMOBILE,1
NL,MUNTZ,MUNTZ,1
NL,SAIGA,SAIGA,1
NL,BETA,BETA,1
NL,BLACKSTONE,BLACKSTONE,1
NL,FBW,FBW,1
